original_id,name,address,postal_code,district,latitude,longitude,operator,capacity,source,created_at,updated_at
519,Kinderladen Zauberhaus,"Innsbrucker Straße 42, 10825 Berlin",10825.0,Schöneberg,52.4823189,13.3426401,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
520,Glückskinder Stralauer Allee,"Stralauer Allee 18, 10245 Berlin",10245.0,Friedrichshain,52.4983351,13.462385,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
521,Abenteuerland,"Lichtenrader Damm 190, 12305 Berlin",12305.0,Lichtenrade,52.3955047,13.4060513,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
522,Nella Propella,"Seumestraße 31, 10245 Berlin",10245.0,Nan,52.50772,13.4605212,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
523,Kita SOS-Kinderdorf,Unknown,Unknown,Nan,52.531764,13.3320067,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
524,Kinderladen Mucklas,"Esmarchstraße 15, 10407 Berlin",10407.0,Prenzlauer Berg,52.5333274,13.4327706,Kinderladen Mucklas e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
525,Kinderladen Buana,Unknown,Unknown,Nan,52.5169034,13.4671987,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
526,CityKids Berlin,"Eitelstraße 16, 10317 Berlin",10317.0,Nan,52.5073447,13.493866,CityKids Berlin e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
527,"Ali Baba und seine Räuber ""Krümelmonster""","Kranoldstraße 1, 12051 Berlin",12051.0,Neukölln,52.466226,13.4363102,Kinderladen Ali Baba und seine Räuber e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
528,Kinderladen Leni Kirschkern,"Eintrachtstraße 1, 13187 Berlin",13187.0,Pankow,52.5713905,13.4106034,Kirschkern e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
529,El Carrusel e.V.,"Gierkezeile 30, 10585 Berlin",10585.0,Charlottenburg,52.5156078,13.3029513,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
530,Hauptstadtkinder Kita Seestern,"Genter Straße 74, 13353 Berlin",13353.0,Wedding,52.5494517,13.35096,Hauptstadtkinder gGmbH,23.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
531,Kinderschlummerland,"Göhrener Straße 3, 10437 Berlin",10437.0,Prenzlauer Berg,52.5412286,13.4214486,KinderSchlummerLand gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
532,Kita barfuß,Unknown,Unknown,Nan,52.4531474,13.538694,Unknown,24.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
533,DRK-Bildungswerk Nord,Unknown,Unknown,Nan,52.5047504,13.4478202,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
534,Kissi EKT,Unknown,Unknown,Nan,52.47457,13.3042499,Elterninitiativ-Kinder-Tagesstätte,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
535,Kita Pîya,Unknown,Unknown,Nan,52.5018506,13.4300328,Yekmal e.V.,45.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
536,Kleine Fische,Unknown,Unknown,Nan,52.5257808,13.4516182,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
537,Kita Früchte der Kulturen e.V.,"Mainzer Straße 17, 12053 Berlin",12053.0,Neukölln,52.4820918,13.4272726,Früchte der Kulturen e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
538,Kita Frühlicht 2,"Mainzer Straße 15-16, 12053 Berlin",12053.0,Neukölln,52.4822991,13.427231,"JuBiSA: Jugend, Bildung & Soziale Arbeit",Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
539,Kita Gisela,"Giselastraße 26, 10317 Berlin",10317.0,Rummelsburg,52.5049217,13.490018,Kijufa gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
540,EKG - Am Seggeluchbecken,Unknown,Unknown,Nan,52.6027315,13.3493596,Evangelische Kirchengemeinde Am Seggeluchbecken,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
541,Kita Karussel - Lernorte - Wissen und Bildung für Kinder GmbH,"Sterndamm 41, 12487 Berlin",12487.0,Johannisthal,52.4495964,13.5080439,KitaNetz Berlin e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
542,Kindergarten Veteranenstraße 10,"Veteranenstraße 10, 10119 Berlin",10119.0,Mitte,52.5326648,13.4018243,Kindergärten City,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
543,Sara Berlin,Unknown,Unknown,Nan,52.5139319,13.2655128,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
544,Aventura,Unknown,Unknown,Nan,52.4924873,13.3282561,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
545,Kita Rotkäppchen,"Pannierstraße 10, 12047 Berlin",12047.0,Neukölln,52.4874713,13.4318747,Edura Kindertagesstätten Yuvam gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
546,Verbundkita Pankow - Die Wölfe,"Wolfshagener Straße 68, 13187 Berlin",13187.0,Pankow,52.5722415,13.4097183,MiniKitas First gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
547,Kinderparadies,Unknown,Unknown,Nan,52.4762655,13.4474116,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
548,Schulkinder,Unknown,Unknown,Nan,52.4908527,13.4115665,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
549,nan,Unknown,Unknown,Nan,52.5408804,13.1929484,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
550,Aventura,Unknown,Unknown,Nan,52.4947349,13.3354157,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
551,die kleinen strolchen pflegedienst,Unknown,Unknown,Nan,52.4871838,13.2985854,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
552,DASI Kindertagesstätte Knirpsenland,Unknown,Unknown,Nan,52.4364928,13.5513117,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
553,Kinderladen Hauruck,"Perelsplatz 10, 12159 Berlin",12159.0,Friedenau,52.4752501,13.3330522,EKT - Hauruck e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
554,Kita Kleine Kinderwelt,"Klixstraße 27, 13403 Berlin",13403.0,Reinickendorf,52.5698745,13.3097048,Arbeiterwohlfahrt Berlin Kreisverband Südost e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
555,Blumenkinder,"Andreasstraße 51, 10243 Berlin",10243.0,Friedrichshain,52.5166139,13.4319987,TÄKS e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
556,Aufgepasst,Unknown,Unknown,Nan,52.4825549,13.318573,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
557,Kita Miki,Unknown,Unknown,Nan,52.5149354,13.4464747,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
558,Kita Paradiesvögel Zebrafinken,"Burgsdorfstraße 13A, 13353 Berlin",13353.0,Wedding,52.5425889,13.3626312,eventus-BILDUNG gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
559,Kita Hopsemops e.V.,"Karl-Marx-Allee 124, 10243 Berlin",10243.0,Nan,52.515922,13.448463,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
560,Kita Buntstift,"Pfarrstraße 91, 10317 Berlin",10317.0,Rummelsburg,52.506124,13.4779379,Sozialdiakonische Arbeit Lichtenberg-Oberspree,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
561,Kita Arbolitos,"Baumschulenstraße 103, 12437 Berlin",12437.0,Baumschulenweg,52.4689558,13.4907092,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
562,Kita Sternthaler,"Gubener Straße 1, 10243 Berlin",10243.0,Nan,52.5155479,13.4447811,Das Haus e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
563,Kindertagesstätte St. Karl Borromäus,"Delbrückstraße 33, 14193 Berlin",14193.0,Grunewald,52.4837799,13.2807891,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
564,Kita St. Nikolai,"Behnitz 3, 13597 Berlin",13597.0,Spandau,52.5390561,13.2085542,Evangelische Kirchengemeinde St. Nikolai,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
565,Kita Lieblingsplatz,Unknown,Unknown,Nan,52.5114298,13.4700577,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
566,Regenbogenfabrik Kita,"Lausitzer Straße 21a, 10999 Berlin",10999.0,Nan,52.495803,13.4265669,Regenbogenfabrik e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
567,"Kita ""Die Plänter""","Rodelbergweg 2, 12437 Berlin",12437.0,Baumschulenweg,52.4683561,13.4932242,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
568,Kita Zwergenbaude I,"Chodowieckistraße 35, 10405 Berlin",10405.0,Prenzlauer Berg,52.5364555,13.4291666,Zwergenbaude e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
569,EKT Gartenkinder e.V.,Unknown,Unknown,Nan,52.5638377,13.4209055,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
570,Kita der Kath. Kirchengem. St. Georg,Unknown,Unknown,Nan,52.567623,13.422091,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
571,be smart academy,"Torstraße 134, 10119 Berlin",10119.0,Nan,52.5293522,13.3999347,"be smart academy ""Alte Seifenfabrik"" gGmbH",Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
572,Kita Oscar e.V.,"Neuendorfer Straße 72, 13585 Berlin",13585.0,Hakenfelde,52.5491314,13.2100528,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
573,Pinepako e.V.,"Straßmannstraße 28, 10249 Berlin",10249.0,Friedrichshain,52.5224298,13.4517162,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
574,Grüne Wolke,"Straßmannstraße 36, 10249 Berlin",10249.0,Friedrichshain,52.5226583,13.4526872,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
575,Kita Elements,"Eldenaer Straße 46, 10247 Berlin",10247.0,Friedrichshain,52.5204056,13.4603709,KLAX gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
576,Kinderstube in Berlin,"Klopstockstraße 1, 10557 Berlin",10557.0,Hansaviertel,52.5148575,13.3373993,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
577,Ingrids Kindergarten,Unknown,Unknown,Nan,52.5045328,13.2945456,Ingrids Kindergarten e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
578,Kinderladen Josephine,"Kopenhagener Straße 65, 10437 Berlin",10437.0,Prenzlauer Berg,52.54888,13.4085358,EKT-Josephine e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
579,Kita kleine Wichtel,"Marksburgstraße 38,40, 10318 Berlin",10318.0,Karlshorst,52.4867675,13.5243787,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
580,Rasselbande,"Weserstraße 212, 12047 Berlin",12047.0,Neukölln,52.4884162,13.427275,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
581,Stubs und Fridolin,Unknown,Unknown,Nan,52.5394964,13.2691092,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
582,Kita Kastanienknirpse,"Kastanienallee 53, 12627 Berlin",12627.0,Hellersdorf,52.5398504,13.6000435,pad gGmbH,70.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
583,Harry's Kids Club,"Peter-Vischer-Straße 12, 12157 Berlin",12157.0,Schöneberg,52.464601,13.3429747,Harry's Kids Club-Lückeprojekt e.V.,26.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
584,Kita Balou,"Neuköllner Straße 312, 12357 Berlin",12357.0,Rudow,52.4210154,13.488001,EKTs e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
585,KiKo Hort II,"Pohlstraße 74, 10785 Berlin",10785.0,Tiergarten,52.5017447,13.3610111,Kinderkollektiv 70 e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
586,Herzberger Wurzelzwerge,"Hagenstraße 49, 10365 Berlin",10365.0,Lichtenberg,52.513974,13.4994545,Herzberger Wurzelzwerge e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
587,kinderinsel,"Eichendorffstraße 17, 10115 Berlin",10115.0,Mitte,52.5301889,13.3872605,Kinderinsel e.V. Inselnest,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
588,lilolei - Deutsch-Englischer Kinderladen,Unknown,Unknown,Nan,52.4937708,13.3221128,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
589,Kita Paul & Paula,"Roelckestraße 30,31, 13086 Berlin",13086.0,Weißensee,52.5546162,13.446902,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
590,nan,Unknown,Unknown,Nan,52.4877861,13.2774378,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
591,Kinderinsel MITTEndrin,"Garnisonkirchplatz 2, 10178 Berlin",10178.0,Nan,52.5218727,13.4017995,Kinderinsel MITTEndrin - Kita am Hackeschen Markt e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
592,Kita an der Hochschule für Wirtschaft und Recht,"Badensche Straße 50-51, 10825 Berlin",10825.0,Schöneberg,52.485432,13.3377964,studierendenWERK BERLIN,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
593,Kindertagesstätte Genezareth,"Allerstraße 33-34, 12049 Berlin",12049.0,Neukölln,52.4744519,13.4220286,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
594,EKT Fliegenpilz e.V.,Unknown,Unknown,Nan,52.4659416,13.3198005,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
595,KinderFan,Unknown,Unknown,Nan,52.4916528,13.4334125,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
596,Wurzelkinder - Waldkindergarten Frohnau,Unknown,Unknown,Nan,52.6555274,13.2838911,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
597,Finowkids e.V.,"Pariser Straße 3, 10719 Berlin",10719.0,Wilmersdorf,52.4962372,13.3290445,Finowkids e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
598,Waldorfkindergarten Fliederhof,"Zionskirchstraße 49, 10119 Berlin",10119.0,Mitte,52.5341872,13.4065682,Waldorfkindergarten Fliederhof Berlin-Mitte e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
599,Die Zauberworte,"Zauritzweg 9, 10585 Berlin",10585.0,Charlottenburg,52.5129253,13.3124965,Familie im Zentrum FiZ gGmbH,20.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
600,EKT Kulturküken,"Schillerstraße 64, 10627 Berlin",10627.0,Charlottenburg,52.5096533,13.3009537,Kulturküken e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
601,EKT - Pumuckel e.V. Kila II,Unknown,Unknown,Nan,52.5094959,13.299689,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
602,Kita Pumuckel,Unknown,Unknown,Nan,52.5093563,13.3003432,Kita Pumuckel e.V,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
603,Friedrichshainer Zwerge,"Revaler Straße 10, 10245 Berlin",10245.0,Friedrichshain,52.5082092,13.4537332,Unknown,30.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
604,Kinderladen Windmühle,"Sophie-Charlotten-Straße 84, 14059 Berlin",14059.0,Charlottenburg,52.5142393,13.2883235,Kinderladen Windmühle e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
605,Heinrich-Zille-Kindergarten,Unknown,Unknown,Nan,52.5150424,13.2881389,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
606,Jungle Kita,"Wiener Straße 23, 10999 Berlin",10999.0,Kreuzberg,52.4971369,13.4321182,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
607,Kita Bienchen,Unknown,Unknown,Nan,52.5310258,13.4248529,BiLingua gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
608,Kinderzeit,Unknown,Unknown,Nan,52.4208647,13.5365952,Unknown,32.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
609,Kleine Kosmonauten,"Allee der Kosmonauten 67, 12681 Berlin",12681.0,Marzahn,52.5276251,13.5433593,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
610,Kindergarten Aufgepasst,"Blissestraße 45, 10713 Berlin",10713.0,Wilmersdorf,52.4809522,13.3205763,Aufgepasst e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
611,Die kleinen Frösche,Unknown,Unknown,Nan,52.5495968,13.3612097,Kinderland Wedding e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
612,Kita ZwergNasen,"Paulsborner Straße 10, 10709 Berlin",10709.0,Nan,52.4967479,13.3039969,ZwergNasen gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
613,Kita el caracol/Gestaltpäd.Kindergarten e.V.,"Zähringerstraße 14, 10707 Berlin",10707.0,Wilmersdorf,52.496128,13.311787,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
614,Kita Zwergenstube,"Am Bärensprung 42, 13503 Berlin",13503.0,Heiligensee,52.6103791,13.2472748,Montessori-Kinderhaus EKT Zwergenstube e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
615,Kinderladen Spieltraum,"Kinzigstraße 11, 10247 Berlin",10247.0,Friedrichshain,52.5135475,13.4661533,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
616,Verbundpflegestelle Winnie-Pooh,"Werderstraße 31, 12103 Berlin",12103.0,Tempelhof,52.4589224,13.3818201,Unknown,10.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
617,Kita Lotusblüte,Unknown,Unknown,Nan,52.5772272,13.4010697,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
618,Evangelische Kita St. Ursula,"Wegelystraße 12, 10623 Berlin",10623.0,Charlottenburg,52.5150869,13.334787,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
619,Evangelische Kita Blauwal,"Schwiebusser Straße 6, 10965 Berlin",10965.0,Nan,52.4859936,13.3924437,Evangelischer Kirchenkreisverband für Kindertageseinrichtungen Berlin Mitte-Nord,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
620,Kindertagesstätte am Tegeler Fließ,"Waidmannsluster Damm 7E, 13507 Berlin",13507.0,Tegel,52.5960889,13.2831042,Gemeinde auf dem Weg e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
621,Katholische Kindertagesstätte St. Michael,"Dresdener Straße 29, 10999 Berlin",10999.0,Kreuzberg,52.504294,13.415159,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
622,Kindergarten Krabbelkäfer,"Burgemeisterstraße 76, 12103 Berlin",12103.0,Tempelhof,52.4569827,13.3822392,IKT Stadtindianer e.V.,26.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
623,LifExperience,"Reinickendorfer Straße 99, 13347 Berlin",13347.0,Wedding,52.5469016,13.3689555,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
624,Kita Paradiesvögel,"Plantagenstraße 9, Berlin",Unknown,Nan,52.5466954,13.3671302,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
625,Wir werden immer größer,Unknown,Unknown,Nan,52.5513936,13.366711,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
626,Montessori-Kinderhaus,"Eulerstraße 18, 13357 Berlin",13357.0,Gesundbrunnen,52.5533738,13.3903128,Montessori Kinderhaus Wedding e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
627,Nice-Bildung e.V.,"Nazarethkirchstraße 49 A, 13347 Berlin",13347.0,Nan,52.5480622,13.3594914,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
628,Schülerladen Schnuppe,"Goltzstraße 21, 10781 Berlin",10781.0,Schöneberg,52.4941286,13.3540383,Schülerladen Schnuppe e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
629,Arche Noah,"Hildegardstraße 16, 10715 Berlin",10715.0,Wilmersdorf,52.4819577,13.3216022,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
630,Waldkindergarten Robin Hood,"Dietzgenstraße 66, 13156 Berlin",13156.0,Nan,52.5870636,13.4022936,Robin Hood e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
631,Kita Cheburashka,Unknown,Unknown,Nan,52.5313722,13.3497481,Cheburashka gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
632,Kita BeerenStark,"Weserstraße 185, 12045 Berlin",12045.0,Neukölln,52.4858711,13.4363129,Unionhilfswerk Sozialeinrichtungen gGmbH,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
633,Kita Mohnblume,"Artemisstraße 4, 13469 Berlin",13469.0,Waidmannslust,52.6070436,13.31843,FBE Berlin,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
634,Kita Zauberblümchen,Unknown,Unknown,Nan,52.4443157,13.5805399,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
635,Kita Pepe Rakete,"Ehrenfelsstraße 9, 10318 Berlin",10318.0,Karlshorst,52.4811787,13.528217,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
636,Kita Kleine Mimmi,"Dietzgenstraße 71, 13156 Berlin",13156.0,Niederschönhausen,52.5874372,13.4015178,Kleine Mimmi e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
637,nan,Unknown,Unknown,Nan,52.4683111,13.3042322,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
638,Kinderladen Bullerbü e.V.,"Schivelbeiner Straße 44, 10439 Berlin",10439.0,Nan,52.5506377,13.4115794,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
639,Kinderladen Wexstraße,"Wexstraße 23, 10715 Berlin",10715.0,Wilmersdorf,52.4788354,13.3322976,"Eltern-Initiativ-Kindertagesstätte Wexstraße e. V.,",Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
640,Kinderladen Frischlinge,"Tegeler Straße 44, 13353 Berlin",13353.0,Wedding,52.539956,13.3583603,Kinderladen Frischlinge e.V,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
641,Sonnenkäferhaus,Unknown,Unknown,Nan,52.4928311,13.4388419,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
642,Spreesprotten,Unknown,Unknown,Nan,52.4932203,13.4374458,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
643,EKT - Yoyo e.V.,"Kaiser-Friedrich-Straße 60, 10627 Berlin",10627.0,Charlottenburg,52.5073823,13.3024973,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
644,Minifee,"Dieffenbachstraße 77, 10967 Berlin",10967.0,Nan,52.4941814,13.4109935,Minifee e.V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
645,hisa Kita,Unknown,Unknown,Nan,52.429151,13.3384476,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
646,KiTa Lillebor,"Machonstraße 54, 12105 Berlin",12105.0,Mariendorf,52.4455538,13.3820535,Nordische Bildungswerkstatt UG,58.0,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
647,Kinderladen Naseweis,Unknown,Unknown,Nan,52.492979,13.4278312,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
648,Kinderladen Wusel,"Schillerstraße 84, 10627 Berlin",10627.0,Charlottenburg,52.5099362,13.3072698,Kinderladen Wusel e.V,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
649,Kita Sonnenblume/AWO,Unknown,Unknown,Nan,52.554327,13.3656768,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
650,EKT - Gieselerstraße 25 e.V.,Unknown,Unknown,Nan,52.4898283,13.3178743,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
651,Kita Elfenbein,"Huttenstraße 21, 10553 Berlin",10553.0,Moabit,52.5286374,13.3189629,GFBE gGmbH (Gesellschaft für Bildung und Erziehung),Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
652,EKT Meilenstein,"Wriezener Straße 43, 13359 Berlin",13359.0,Gesundbrunnen,52.5560615,13.3878649,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
653,Kita Kleine Kapitäne,"Wriezener Straße 39, 13359 Berlin",13359.0,Gesundbrunnen,52.5565472,13.3882364,Unknown,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
654,Karl und Karla e. V.,"Karl-Kunger-Straße 59, 12435 Berlin",12435.0,Alt-Treptow,52.4913343,13.4474325,DaKS – Dachverband Berliner Kinder- und Schülerläden e. V.,Unknown,openstreetmap,2025-08-18 07:49:16,2025-08-18 07:49:16
